lcl|CDHK01000001.1_cds_CEJ53651.1_1	PMG11_00001
lcl|CDHK01000002.1_cds_CEJ56672.1_3018	PMG11_02873
lcl|CDHK01000002.1_cds_CEJ56673.1_3019	PMG11_02874
lcl|CDHK01000002.1_cds_CEJ56674.1_3020	PMG11_02874
lcl|CDHK01000002.1_cds_CEJ56675.1_3021	PMG11_02875
lcl|CDHK01000002.1_cds_CEJ56676.1_3022	PMG11_02876
lcl|CDHK01000002.1_cds_CEJ56677.1_3023	PMG11_02877
lcl|CDHK01000002.1_cds_CEJ56678.1_3024	PMG11_02878
lcl|CDHK01000002.1_cds_CEJ56679.1_3025	PMG11_02879
lcl|CDHK01000002.1_cds_CEJ56680.1_3026	PMG11_02880
lcl|CDHK01000002.1_cds_CEJ56681.1_3027	PMG11_02881
lcl|CDHK01000002.1_cds_CEJ56682.1_3028	PMG11_02882
lcl|CDHK01000002.1_cds_CEJ56683.1_3029	PMG11_02883
lcl|CDHK01000002.1_cds_CEJ56684.1_3030	PMG11_02884
lcl|CDHK01000002.1_cds_CEJ56685.1_3031	PMG11_02885
lcl|CDHK01000002.1_cds_CEJ56686.1_3032	PMG11_02886
lcl|CDHK01000002.1_cds_CEJ56687.1_3033	PMG11_02887
lcl|CDHK01000002.1_cds_CEJ56688.1_3034	PMG11_02889
lcl|CDHK01000002.1_cds_CEJ56689.1_3035	PMG11_02888
lcl|CDHK01000002.1_cds_CEJ56690.1_3036	PMG11_02890
lcl|CDHK01000002.1_cds_CEJ56691.1_3037	PMG11_02891
lcl|CDHK01000002.1_cds_CEJ56692.1_3038	PMG11_02892
lcl|CDHK01000002.1_cds_CEJ56693.1_3039	PMG11_02893
lcl|CDHK01000002.1_cds_CEJ56694.1_3040	PMG11_02894
lcl|CDHK01000002.1_cds_CEJ56695.1_3041	PMG11_02895
lcl|CDHK01000002.1_cds_CEJ56696.1_3042	PMG11_02896
lcl|CDHK01000002.1_cds_CEJ56697.1_3043	PMG11_02897
lcl|CDHK01000002.1_cds_CEJ56698.1_3044	PMG11_02898
lcl|CDHK01000002.1_cds_CEJ56699.1_3045	PMG11_02899
lcl|CDHK01000002.1_cds_CEJ56700.1_3046	PMG11_02900
lcl|CDHK01000002.1_cds_CEJ56701.1_3047	PMG11_02901
lcl|CDHK01000002.1_cds_CEJ56702.1_3048	PMG11_02902
lcl|CDHK01000002.1_cds_CEJ56703.1_3049	PMG11_02903
lcl|CDHK01000002.1_cds_CEJ56704.1_3050	PMG11_02904
lcl|CDHK01000002.1_cds_CEJ56705.1_3051	PMG11_02904
lcl|CDHK01000002.1_cds_CEJ56706.1_3052	PMG11_02905
lcl|CDHK01000002.1_cds_CEJ56707.1_3053	PMG11_02906
lcl|CDHK01000002.1_cds_CEJ56708.1_3054	PMG11_02907
lcl|CDHK01000002.1_cds_CEJ56709.1_3055	PMG11_02908
lcl|CDHK01000002.1_cds_CEJ56710.1_3056	PMG11_02909
lcl|CDHK01000002.1_cds_CEJ56711.1_3057	PMG11_02910
lcl|CDHK01000002.1_cds_CEJ56712.1_3058	PMG11_02911
lcl|CDHK01000002.1_cds_CEJ56713.1_3059	PMG11_02912
lcl|CDHK01000002.1_cds_CEJ56714.1_3060	PMG11_02913
lcl|CDHK01000002.1_cds_CEJ56715.1_3061	PMG11_02914
lcl|CDHK01000002.1_cds_CEJ56716.1_3062	PMG11_02915
lcl|CDHK01000002.1_cds_CEJ56717.1_3063	PMG11_02916
lcl|CDHK01000002.1_cds_CEJ56718.1_3064	PMG11_02917
lcl|CDHK01000002.1_cds_CEJ56719.1_3065	PMG11_02918
lcl|CDHK01000002.1_cds_CEJ56720.1_3066	PMG11_02919
lcl|CDHK01000002.1_cds_CEJ56721.1_3067	PMG11_02920
lcl|CDHK01000002.1_cds_CEJ56722.1_3068	PMG11_02921
lcl|CDHK01000002.1_cds_CEJ56723.1_3069	PMG11_02922
lcl|CDHK01000002.1_cds_CEJ56724.1_3070	PMG11_02923
lcl|CDHK01000002.1_cds_CEJ56725.1_3071	PMG11_02924
lcl|CDHK01000002.1_cds_CEJ56726.1_3072	PMG11_02925
lcl|CDHK01000002.1_cds_CEJ56727.1_3073	PMG11_02926
lcl|CDHK01000002.1_cds_CEJ56728.1_3074	PMG11_02927
lcl|CDHK01000002.1_cds_CEJ56729.1_3075	PMG11_02927
lcl|CDHK01000002.1_cds_CEJ56730.1_3076	PMG11_02928
lcl|CDHK01000002.1_cds_CEJ56731.1_3077	PMG11_02929
lcl|CDHK01000002.1_cds_CEJ56732.1_3078	PMG11_02930
lcl|CDHK01000002.1_cds_CEJ56733.1_3079	PMG11_02931
lcl|CDHK01000002.1_cds_CEJ56734.1_3080	PMG11_02932
lcl|CDHK01000002.1_cds_CEJ56735.1_3081	PMG11_02933
lcl|CDHK01000002.1_cds_CEJ56736.1_3082	PMG11_02934
lcl|CDHK01000002.1_cds_CEJ56737.1_3083	PMG11_02935
lcl|CDHK01000002.1_cds_CEJ56738.1_3084	PMG11_02936
lcl|CDHK01000002.1_cds_CEJ56739.1_3085	PMG11_02937
lcl|CDHK01000002.1_cds_CEJ56740.1_3086	PMG11_02938
lcl|CDHK01000002.1_cds_CEJ56741.1_3087	PMG11_02939
lcl|CDHK01000002.1_cds_CEJ56742.1_3088	PMG11_02941
lcl|CDHK01000002.1_cds_CEJ56743.1_3089	PMG11_02940
lcl|CDHK01000002.1_cds_CEJ56744.1_3090	PMG11_02942
lcl|CDHK01000002.1_cds_CEJ56745.1_3091	PMG11_02943
lcl|CDHK01000002.1_cds_CEJ56746.1_3092	PMG11_02944
lcl|CDHK01000002.1_cds_CEJ56747.1_3093	PMG11_02945
lcl|CDHK01000002.1_cds_CEJ56748.1_3094	PMG11_02946
lcl|CDHK01000002.1_cds_CEJ56749.1_3095	PMG11_02947
lcl|CDHK01000002.1_cds_CEJ56750.1_3096	PMG11_02948
lcl|CDHK01000002.1_cds_CEJ56751.1_3097	PMG11_02949
lcl|CDHK01000002.1_cds_CEJ56752.1_3098	PMG11_02950
lcl|CDHK01000002.1_cds_CEJ56753.1_3099	PMG11_02951
lcl|CDHK01000002.1_cds_CEJ56754.1_3100	PMG11_02952
lcl|CDHK01000002.1_cds_CEJ56755.1_3101	PMG11_02953
lcl|CDHK01000002.1_cds_CEJ56756.1_3102	PMG11_02954
lcl|CDHK01000002.1_cds_CEJ56757.1_3103	PMG11_02955
lcl|CDHK01000002.1_cds_CEJ56758.1_3104	PMG11_02956
lcl|CDHK01000002.1_cds_CEJ56759.1_3105	PMG11_02957
lcl|CDHK01000002.1_cds_CEJ56760.1_3106	PMG11_02958
lcl|CDHK01000002.1_cds_CEJ56761.1_3107	PMG11_02959
lcl|CDHK01000002.1_cds_CEJ56762.1_3108	PMG11_02960
lcl|CDHK01000002.1_cds_CEJ56763.1_3109	PMG11_02961
lcl|CDHK01000002.1_cds_CEJ56764.1_3110	PMG11_02962
lcl|CDHK01000002.1_cds_CEJ56765.1_3111	PMG11_02963
lcl|CDHK01000002.1_cds_CEJ56766.1_3112	PMG11_02964
lcl|CDHK01000002.1_cds_CEJ56767.1_3113	PMG11_02965
lcl|CDHK01000002.1_cds_CEJ56768.1_3114	PMG11_02966
lcl|CDHK01000002.1_cds_CEJ56769.1_3115	PMG11_02967
lcl|CDHK01000002.1_cds_CEJ56770.1_3116	PMG11_02968
lcl|CDHK01000002.1_cds_CEJ56771.1_3117	PMG11_02969
lcl|CDHK01000002.1_cds_CEJ56772.1_3118	PMG11_02970
lcl|CDHK01000002.1_cds_CEJ56773.1_3119	PMG11_02971
lcl|CDHK01000002.1_cds_CEJ56774.1_3120	PMG11_02972
lcl|CDHK01000002.1_cds_CEJ56775.1_3121	PMG11_02973
lcl|CDHK01000002.1_cds_CEJ56776.1_3122	PMG11_02974
lcl|CDHK01000002.1_cds_CEJ56777.1_3123	PMG11_02975
lcl|CDHK01000002.1_cds_CEJ56778.1_3124	PMG11_02976
lcl|CDHK01000002.1_cds_CEJ56779.1_3125	PMG11_02977
lcl|CDHK01000002.1_cds_CEJ56780.1_3126	PMG11_02978
lcl|CDHK01000002.1_cds_CEJ56781.1_3127	PMG11_02979
lcl|CDHK01000002.1_cds_CEJ56782.1_3128	PMG11_02980
lcl|CDHK01000002.1_cds_CEJ56783.1_3129	PMG11_02981
lcl|CDHK01000002.1_cds_CEJ56784.1_3130	PMG11_02982
lcl|CDHK01000002.1_cds_CEJ56785.1_3131	PMG11_02983
lcl|CDHK01000002.1_cds_CEJ56786.1_3132	PMG11_02984
lcl|CDHK01000002.1_cds_CEJ56787.1_3133	PMG11_02985
lcl|CDHK01000003.1_cds_CEO58254.1_3134	PMG11_02986
lcl|CDHK01000003.1_cds_CEO58255.1_3135	PMG11_02987
lcl|CDHK01000003.1_cds_CEO58256.1_3136	PMG11_02988
lcl|CDHK01000003.1_cds_CEO58257.1_3137	PMG11_02989
lcl|CDHK01000003.1_cds_CEO58258.1_3138	PMG11_02990
lcl|CDHK01000003.1_cds_CEO58259.1_3139	PMG11_02990
lcl|CDHK01000003.1_cds_CEO58260.1_3140	PMG11_02991
lcl|CDHK01000003.1_cds_CEO58261.1_3141	PMG11_02992
lcl|CDHK01000003.1_cds_CEO58262.1_3142	PMG11_02993
lcl|CDHK01000003.1_cds_CEO58263.1_3143	PMG11_02994
lcl|CDHK01000003.1_cds_CEO58264.1_3144	PMG11_02995
lcl|CDHK01000003.1_cds_CEO58265.1_3145	PMG11_02996
lcl|CDHK01000003.1_cds_CEO58266.1_3146	PMG11_02997
lcl|CDHK01000003.1_cds_CEO58267.1_3147	PMG11_02998
lcl|CDHK01000003.1_cds_CEO58268.1_3148	PMG11_02999
lcl|CDHK01000003.1_cds_CEO58269.1_3149	PMG11_03000
lcl|CDHK01000003.1_cds_CEO58270.1_3150	PMG11_03001
lcl|CDHK01000003.1_cds_CEO58271.1_3151	PMG11_03002
lcl|CDHK01000003.1_cds_CEO58272.1_3152	PMG11_03003
lcl|CDHK01000003.1_cds_CEO58273.1_3153	PMG11_03004
lcl|CDHK01000003.1_cds_CEO58274.1_3154	PMG11_03005
lcl|CDHK01000003.1_cds_CEO58275.1_3155	PMG11_03006
lcl|CDHK01000003.1_cds_CEO58276.1_3156	PMG11_03007
lcl|CDHK01000003.1_cds_CEO58277.1_3157	PMG11_03008
lcl|CDHK01000003.1_cds_CEO58278.1_3158	PMG11_03009
lcl|CDHK01000003.1_cds_CEO58279.1_3159	PMG11_03010
lcl|CDHK01000003.1_cds_CEO58280.1_3160	PMG11_03011
lcl|CDHK01000003.1_cds_CEO58281.1_3161	PMG11_03012
lcl|CDHK01000003.1_cds_CEO58282.1_3162	PMG11_03013
lcl|CDHK01000003.1_cds_CEO58283.1_3163	PMG11_03014
lcl|CDHK01000003.1_cds_CEO58284.1_3164	PMG11_03015
lcl|CDHK01000003.1_cds_CEO58285.1_3165	PMG11_03016
lcl|CDHK01000003.1_cds_CEO58286.1_3166	PMG11_03017
lcl|CDHK01000003.1_cds_CEO58287.1_3167	PMG11_03018
lcl|CDHK01000003.1_cds_CEO58288.1_3168	PMG11_03019
lcl|CDHK01000003.1_cds_CEO58289.1_3169	PMG11_03020
lcl|CDHK01000003.1_cds_CEO58290.1_3170	PMG11_03021
lcl|CDHK01000003.1_cds_CEO58291.1_3171	PMG11_03022
lcl|CDHK01000003.1_cds_CEO58292.1_3172	PMG11_03023
lcl|CDHK01000003.1_cds_CEO58293.1_3173	PMG11_03024
lcl|CDHK01000003.1_cds_CEO58294.1_3174	PMG11_03025
lcl|CDHK01000003.1_cds_CEO58295.1_3175	PMG11_03026
lcl|CDHK01000003.1_cds_CEO58296.1_3176	PMG11_03027
lcl|CDHK01000003.1_cds_CEO58297.1_3177	PMG11_03028
lcl|CDHK01000003.1_cds_CEO58298.1_3178	PMG11_03029
lcl|CDHK01000003.1_cds_CEO58299.1_3179	PMG11_03030
lcl|CDHK01000003.1_cds_CEO58300.1_3180	PMG11_03031
lcl|CDHK01000003.1_cds_CEO58301.1_3181	PMG11_03032
lcl|CDHK01000003.1_cds_CEO58302.1_3182	PMG11_03033
lcl|CDHK01000003.1_cds_CEO58303.1_3183	PMG11_03034
lcl|CDHK01000003.1_cds_CEO58304.1_3184	PMG11_03035
lcl|CDHK01000003.1_cds_CEO58305.1_3185	PMG11_03036
lcl|CDHK01000003.1_cds_CEO58306.1_3186	PMG11_03037
lcl|CDHK01000003.1_cds_CEO58307.1_3187	PMG11_03038
lcl|CDHK01000003.1_cds_CEO58308.1_3188	PMG11_03039
lcl|CDHK01000003.1_cds_CEO58309.1_3189	PMG11_03040
lcl|CDHK01000003.1_cds_CEO58310.1_3190	PMG11_03041
lcl|CDHK01000003.1_cds_CEO58311.1_3191	PMG11_03042
lcl|CDHK01000003.1_cds_CEO58312.1_3192	PMG11_03043
lcl|CDHK01000003.1_cds_CEO58313.1_3193	PMG11_03044
lcl|CDHK01000003.1_cds_CEO58314.1_3194	PMG11_03045
lcl|CDHK01000003.1_cds_CEO58315.1_3195	PMG11_03046
lcl|CDHK01000003.1_cds_CEO58316.1_3196	PMG11_03047
lcl|CDHK01000003.1_cds_CEO58317.1_3197	PMG11_03048
lcl|CDHK01000003.1_cds_CEO58318.1_3198	PMG11_03049
lcl|CDHK01000003.1_cds_CEO58319.1_3199	PMG11_03050
lcl|CDHK01000003.1_cds_CEO58320.1_3200	PMG11_03050
lcl|CDHK01000003.1_cds_CEO58321.1_3201	PMG11_03051
lcl|CDHK01000003.1_cds_CEO58322.1_3202	PMG11_03052
lcl|CDHK01000003.1_cds_CEO58323.1_3203	PMG11_03053
lcl|CDHK01000003.1_cds_CEO58324.1_3204	PMG11_03054
lcl|CDHK01000003.1_cds_CEO58325.1_3205	PMG11_03055
lcl|CDHK01000003.1_cds_CEO58326.1_3206	PMG11_03056
lcl|CDHK01000003.1_cds_CEO58327.1_3207	PMG11_03057
lcl|CDHK01000003.1_cds_CEO58328.1_3208	PMG11_03058
lcl|CDHK01000003.1_cds_CEO58329.1_3209	PMG11_03059
lcl|CDHK01000003.1_cds_CEO58330.1_3210	PMG11_03061
lcl|CDHK01000003.1_cds_CEO58331.1_3211	PMG11_03060
lcl|CDHK01000003.1_cds_CEO58332.1_3212	PMG11_03062
lcl|CDHK01000003.1_cds_CEO58333.1_3213	PMG11_03063
lcl|CDHK01000003.1_cds_CEO58334.1_3214	PMG11_03064
lcl|CDHK01000003.1_cds_CEO58335.1_3215	PMG11_03065
lcl|CDHK01000003.1_cds_CEO58336.1_3216	PMG11_03066
lcl|CDHK01000003.1_cds_CEO58337.1_3217	PMG11_03067
lcl|CDHK01000003.1_cds_CEO58338.1_3218	PMG11_03068
lcl|CDHK01000003.1_cds_CEO58339.1_3219	PMG11_03069
lcl|CDHK01000003.1_cds_CEO58340.1_3220	PMG11_03070
lcl|CDHK01000003.1_cds_CEO58341.1_3221	PMG11_03071
lcl|CDHK01000003.1_cds_CEO58342.1_3222	PMG11_03073
lcl|CDHK01000003.1_cds_CEO58343.1_3223	PMG11_03072
lcl|CDHK01000003.1_cds_CEO58344.1_3224	PMG11_03074
lcl|CDHK01000003.1_cds_CEO58345.1_3225	PMG11_03075
lcl|CDHK01000003.1_cds_CEO58346.1_3226	PMG11_03076
lcl|CDHK01000003.1_cds_CEO58347.1_3227	PMG11_03077
lcl|CDHK01000003.1_cds_CEO58348.1_3228	PMG11_03078
lcl|CDHK01000003.1_cds_CEO58349.1_3229	PMG11_03079
lcl|CDHK01000003.1_cds_CEO58350.1_3230	PMG11_03080
lcl|CDHK01000003.1_cds_CEO58351.1_3231	PMG11_03081
lcl|CDHK01000003.1_cds_CEO58352.1_3232	PMG11_03082
lcl|CDHK01000003.1_cds_CEO58353.1_3233	PMG11_03083
lcl|CDHK01000003.1_cds_CEO58354.1_3234	PMG11_03084
lcl|CDHK01000003.1_cds_CEO58355.1_3235	PMG11_03085
lcl|CDHK01000003.1_cds_CEO58356.1_3236	PMG11_03086
lcl|CDHK01000003.1_cds_CEO58357.1_3237	PMG11_03087
lcl|CDHK01000003.1_cds_CEO58358.1_3238	PMG11_03088
lcl|CDHK01000003.1_cds_CEO58359.1_3239	PMG11_03089
lcl|CDHK01000003.1_cds_CEO58360.1_3240	PMG11_03090
lcl|CDHK01000003.1_cds_CEO58361.1_3241	PMG11_03091
lcl|CDHK01000003.1_cds_CEO58362.1_3242	PMG11_03092
lcl|CDHK01000003.1_cds_CEO58363.1_3243	PMG11_03093
lcl|CDHK01000003.1_cds_CEO58364.1_3244	PMG11_03094
lcl|CDHK01000003.1_cds_CEO58365.1_3245	PMG11_03095
lcl|CDHK01000003.1_cds_CEO58366.1_3246	PMG11_03096
lcl|CDHK01000003.1_cds_CEO58367.1_3247	PMG11_03097
lcl|CDHK01000003.1_cds_CEO58368.1_3248	PMG11_03098
lcl|CDHK01000003.1_cds_CEO58369.1_3249	PMG11_03099
lcl|CDHK01000003.1_cds_CEO58370.1_3250	PMG11_03099
lcl|CDHK01000003.1_cds_CEO58371.1_3251	PMG11_03100
lcl|CDHK01000003.1_cds_CEO58372.1_3252	PMG11_03101
lcl|CDHK01000003.1_cds_CEO58373.1_3253	PMG11_03102
lcl|CDHK01000003.1_cds_CEO58374.1_3254	PMG11_03103
lcl|CDHK01000003.1_cds_CEO58375.1_3255	PMG11_03104
lcl|CDHK01000003.1_cds_CEO58376.1_3256	PMG11_03105
lcl|CDHK01000003.1_cds_CEO58377.1_3257	PMG11_03106
lcl|CDHK01000003.1_cds_CEO58378.1_3258	PMG11_03107
lcl|CDHK01000003.1_cds_CEO58379.1_3259	PMG11_03108
lcl|CDHK01000003.1_cds_CEO58380.1_3260	PMG11_03109
lcl|CDHK01000003.1_cds_CEO58381.1_3261	PMG11_03110
lcl|CDHK01000003.1_cds_CEO58382.1_3262	PMG11_03111
lcl|CDHK01000003.1_cds_CEO58383.1_3263	PMG11_03112
lcl|CDHK01000003.1_cds_CEO58384.1_3264	PMG11_03113
lcl|CDHK01000003.1_cds_CEO58385.1_3265	PMG11_03114
lcl|CDHK01000003.1_cds_CEO58386.1_3266	PMG11_03115
lcl|CDHK01000003.1_cds_CEO58387.1_3267	PMG11_03116
lcl|CDHK01000003.1_cds_CEO58388.1_3268	PMG11_03117
lcl|CDHK01000003.1_cds_CEO58389.1_3269	PMG11_03118
lcl|CDHK01000003.1_cds_CEO58390.1_3270	PMG11_03119
lcl|CDHK01000003.1_cds_CEO58391.1_3271	PMG11_03120
lcl|CDHK01000003.1_cds_CEO58392.1_3272	PMG11_03121
lcl|CDHK01000003.1_cds_CEO58393.1_3273	PMG11_03122
lcl|CDHK01000003.1_cds_CEO58394.1_3274	PMG11_03123
lcl|CDHK01000003.1_cds_CEO58395.1_3275	PMG11_03124
lcl|CDHK01000003.1_cds_CEO58396.1_3276	PMG11_03125
lcl|CDHK01000003.1_cds_CEO58397.1_3277	PMG11_03126
lcl|CDHK01000003.1_cds_CEO58398.1_3278	PMG11_03127
lcl|CDHK01000003.1_cds_CEO58399.1_3279	PMG11_03128
lcl|CDHK01000003.1_cds_CEO58400.1_3280	PMG11_03129
lcl|CDHK01000003.1_cds_CEO58401.1_3281	PMG11_03130
lcl|CDHK01000003.1_cds_CEO58402.1_3282	PMG11_03131
lcl|CDHK01000003.1_cds_CEO58403.1_3283	PMG11_03132
lcl|CDHK01000003.1_cds_CEO58404.1_3284	PMG11_03133
lcl|CDHK01000003.1_cds_CEO58405.1_3285	PMG11_03134
lcl|CDHK01000003.1_cds_CEO58406.1_3286	PMG11_03135
lcl|CDHK01000003.1_cds_CEO58407.1_3287	PMG11_03136
lcl|CDHK01000003.1_cds_CEO58408.1_3288	PMG11_03137
lcl|CDHK01000003.1_cds_CEO58409.1_3289	PMG11_03138
lcl|CDHK01000003.1_cds_CEO58410.1_3290	PMG11_03138
lcl|CDHK01000003.1_cds_CEO58411.1_3291	PMG11_03139
lcl|CDHK01000003.1_cds_CEO58412.1_3292	PMG11_03139
lcl|CDHK01000003.1_cds_CEO58413.1_3293	PMG11_03140
lcl|CDHK01000003.1_cds_CEO58414.1_3294	PMG11_03141
lcl|CDHK01000003.1_cds_CEO58415.1_3295	PMG11_03142
lcl|CDHK01000003.1_cds_CEO58416.1_3296	PMG11_03143
lcl|CDHK01000003.1_cds_CEO58417.1_3297	PMG11_03144
lcl|CDHK01000003.1_cds_CEO58419.1_3298	PMG11_03145
lcl|CDHK01000003.1_cds_CEO58418.1_3299	PMG11_03145
lcl|CDHK01000003.1_cds_CEO58420.1_3300	PMG11_03146
lcl|CDHK01000003.1_cds_CEO58421.1_3301	PMG11_03147
lcl|CDHK01000003.1_cds_CEO58422.1_3302	PMG11_03148
lcl|CDHK01000003.1_cds_CEO58423.1_3303	PMG11_03149
lcl|CDHK01000003.1_cds_CEO58424.1_3304	PMG11_03150
lcl|CDHK01000003.1_cds_CEO58425.1_3305	PMG11_03151
lcl|CDHK01000003.1_cds_CEO58426.1_3306	PMG11_03152
lcl|CDHK01000003.1_cds_CEO58427.1_3307	PMG11_03152
lcl|CDHK01000003.1_cds_CEO58428.1_3308	PMG11_03152
lcl|CDHK01000003.1_cds_CEO58429.1_3309	PMG11_03153
lcl|CDHK01000003.1_cds_CEO58430.1_3310	PMG11_03154
lcl|CDHK01000003.1_cds_CEO58431.1_3311	PMG11_03155
lcl|CDHK01000003.1_cds_CEO58432.1_3312	PMG11_03156
lcl|CDHK01000003.1_cds_CEO58433.1_3313	PMG11_03157
lcl|CDHK01000003.1_cds_CEO58434.1_3314	PMG11_03158
lcl|CDHK01000003.1_cds_CEO58435.1_3315	PMG11_03159
lcl|CDHK01000003.1_cds_CEO58436.1_3316	PMG11_03160
lcl|CDHK01000003.1_cds_CEO58437.1_3317	PMG11_03161
lcl|CDHK01000003.1_cds_CEO58438.1_3318	PMG11_03162
lcl|CDHK01000003.1_cds_CEO58439.1_3319	PMG11_03164
lcl|CDHK01000003.1_cds_CEO58440.1_3320	PMG11_03163
lcl|CDHK01000003.1_cds_CEO58441.1_3321	PMG11_03165
lcl|CDHK01000003.1_cds_CEO58442.1_3322	PMG11_03166
lcl|CDHK01000003.1_cds_CEO58443.1_3323	PMG11_03167
lcl|CDHK01000003.1_cds_CEO58444.1_3324	PMG11_03168
lcl|CDHK01000003.1_cds_CEO58445.1_3325	PMG11_03169
lcl|CDHK01000003.1_cds_CEO58446.1_3326	PMG11_03170
lcl|CDHK01000003.1_cds_CEO58447.1_3327	PMG11_03171
lcl|CDHK01000003.1_cds_CEO58448.1_3328	PMG11_03172
lcl|CDHK01000003.1_cds_CEO58449.1_3329	PMG11_03173
lcl|CDHK01000003.1_cds_CEO58450.1_3330	PMG11_03174
lcl|CDHK01000003.1_cds_CEO58451.1_3331	PMG11_03175
lcl|CDHK01000003.1_cds_CEO58452.1_3332	PMG11_03176
lcl|CDHK01000003.1_cds_CEO58453.1_3333	PMG11_03177
lcl|CDHK01000003.1_cds_CEO58454.1_3334	PMG11_03178
lcl|CDHK01000003.1_cds_CEO58455.1_3335	PMG11_03179
lcl|CDHK01000003.1_cds_CEO58456.1_3336	PMG11_03180
lcl|CDHK01000003.1_cds_CEO58457.1_3337	PMG11_03181
lcl|CDHK01000003.1_cds_CEO58458.1_3338	PMG11_03182
lcl|CDHK01000003.1_cds_CEO58459.1_3339	PMG11_03183
lcl|CDHK01000003.1_cds_CEO58460.1_3340	PMG11_03184
lcl|CDHK01000003.1_cds_CEO58461.1_3341	PMG11_03185
lcl|CDHK01000003.1_cds_CEO58462.1_3342	PMG11_03186
lcl|CDHK01000003.1_cds_CEO58463.1_3343	PMG11_03187
lcl|CDHK01000003.1_cds_CEO58464.1_3344	PMG11_03188
lcl|CDHK01000003.1_cds_CEO58465.1_3345	PMG11_03189
lcl|CDHK01000003.1_cds_CEO58466.1_3346	PMG11_03190
lcl|CDHK01000003.1_cds_CEO58467.1_3347	PMG11_03191
lcl|CDHK01000003.1_cds_CEO58468.1_3348	PMG11_03192
lcl|CDHK01000003.1_cds_CEO58469.1_3349	PMG11_03193
lcl|CDHK01000003.1_cds_CEO58470.1_3350	PMG11_03194
lcl|CDHK01000003.1_cds_CEO58471.1_3351	PMG11_03195
lcl|CDHK01000003.1_cds_CEO58472.1_3352	PMG11_03196
lcl|CDHK01000003.1_cds_CEO58473.1_3353	PMG11_03197
lcl|CDHK01000003.1_cds_CEO58474.1_3354	PMG11_03198
lcl|CDHK01000003.1_cds_CEO58475.1_3355	PMG11_03198
lcl|CDHK01000003.1_cds_CEO58476.1_3356	PMG11_03199
lcl|CDHK01000003.1_cds_CEO58477.1_3357	PMG11_03200
lcl|CDHK01000003.1_cds_CEO58478.1_3358	PMG11_03201
lcl|CDHK01000003.1_cds_CEO58479.1_3359	PMG11_03202
lcl|CDHK01000003.1_cds_CEO58480.1_3360	PMG11_03203
lcl|CDHK01000003.1_cds_CEO58481.1_3361	PMG11_03204
lcl|CDHK01000003.1_cds_CEO58482.1_3362	PMG11_03205
lcl|CDHK01000003.1_cds_CEO58484.1_3363	PMG11_03206
lcl|CDHK01000003.1_cds_CEO58485.1_3364	PMG11_03206
lcl|CDHK01000003.1_cds_CEO58483.1_3365	PMG11_03206
lcl|CDHK01000003.1_cds_CEO58486.1_3366	PMG11_03207
lcl|CDHK01000003.1_cds_CEO58487.1_3367	PMG11_03208
lcl|CDHK01000003.1_cds_CEO58488.1_3368	PMG11_03209
lcl|CDHK01000003.1_cds_CEO58489.1_3369	PMG11_03210
lcl|CDHK01000003.1_cds_CEO58490.1_3370	PMG11_03211
lcl|CDHK01000003.1_cds_CEO58491.1_3371	PMG11_03212
lcl|CDHK01000003.1_cds_CEO58492.1_3372	PMG11_03213
lcl|CDHK01000003.1_cds_CEO58493.1_3373	PMG11_03214
lcl|CDHK01000003.1_cds_CEO58494.1_3374	PMG11_03215
lcl|CDHK01000003.1_cds_CEO58495.1_3375	PMG11_03216
lcl|CDHK01000003.1_cds_CEO58496.1_3376	PMG11_03217
lcl|CDHK01000003.1_cds_CEO58497.1_3377	PMG11_03218
lcl|CDHK01000003.1_cds_CEO58498.1_3378	PMG11_03219
lcl|CDHK01000003.1_cds_CEO58500.1_3379	PMG11_03220
lcl|CDHK01000003.1_cds_CEO58499.1_3380	PMG11_03220
lcl|CDHK01000003.1_cds_CEO58501.1_3381	PMG11_03221
lcl|CDHK01000003.1_cds_CEO58502.1_3382	PMG11_03222
lcl|CDHK01000003.1_cds_CEO58503.1_3383	PMG11_03222
lcl|CDHK01000003.1_cds_CEO58504.1_3384	PMG11_03223
lcl|CDHK01000003.1_cds_CEO58505.1_3385	PMG11_03224
lcl|CDHK01000003.1_cds_CEO58506.1_3386	PMG11_03225
lcl|CDHK01000003.1_cds_CEO58507.1_3387	PMG11_03226
lcl|CDHK01000003.1_cds_CEO58508.1_3388	PMG11_03227
lcl|CDHK01000003.1_cds_CEO58509.1_3389	PMG11_03228
lcl|CDHK01000003.1_cds_CEO58510.1_3390	PMG11_03229
lcl|CDHK01000003.1_cds_CEO58511.1_3391	PMG11_03230
lcl|CDHK01000003.1_cds_CEO58512.1_3392	PMG11_03232
lcl|CDHK01000003.1_cds_CEO58513.1_3393	PMG11_03231
lcl|CDHK01000003.1_cds_CEO58514.1_3394	PMG11_03233
lcl|CDHK01000003.1_cds_CEO58515.1_3395	PMG11_03234
lcl|CDHK01000003.1_cds_CEO58516.1_3396	PMG11_03235
lcl|CDHK01000003.1_cds_CEO58517.1_3397	PMG11_03236
lcl|CDHK01000003.1_cds_CEO58518.1_3398	PMG11_03237
lcl|CDHK01000003.1_cds_CEO58519.1_3399	PMG11_03238
lcl|CDHK01000003.1_cds_CEO58521.1_3400	PMG11_03239
lcl|CDHK01000003.1_cds_CEO58520.1_3401	PMG11_03239
