locus_tag	chrom	start	end	strand	product
PMG11_03253	CDHK01000003.1	981004	982933	-	Putative Transcriptional regulator PacG/VIB-1
PMG11_03254	CDHK01000003.1	988231	992447	-	Putative Beta-N-acetylglucosaminidase
PMG11_03255	CDHK01000003.1	993389	995195	+	Putative Glucosamine-6-phosphate isomerase
PMG11_03256	CDHK01000003.1	995415	997462	-	Putative Betaine aldehyde dehydrogenase
PMG11_03257	CDHK01000003.1	998135	1001009	+	Putative Choline dehydrogenase
PMG11_03258	CDHK01000003.1	1000693	1004673	-	hypothetical protein
PMG11_03259	CDHK01000003.1	1005407	1007430	-	Putative N-acetylglucosamine-6-phosphate deacetylase
PMG11_03260	CDHK01000003.1	1008357	1010133	+	Putative DUF895 domain membrane protein
PMG11_03261	CDHK01000003.1	1010721	1012463	-	hypothetical protein
PMG11_03262	CDHK01000003.1	1014292	1016383	+	hypothetical protein
PMG11_03263	CDHK01000003.1	1016870	1018516	-	hypothetical protein
PMG11_03264	CDHK01000003.1	1019642	1020756	-	hypothetical protein
PMG11_03265	CDHK01000003.1	1024937	1027727	+	Putative Oligopeptide transporter 3
PMG11_03266	CDHK01000003.1	1028203	1031222	-	Putative Carboxypeptidase 2
PMG11_03267	CDHK01000003.1	1032382	1033659	+	Putative Complex: human SRPK2 bound unphosphorylated (Precursor)
PMG11_03268	CDHK01000003.1	1037879	1039141	+	hypothetical protein
PMG11_03269	CDHK01000003.1	1040493	1044055	-	hypothetical protein
PMG11_03270	CDHK01000003.1	1046520	1048050	-	hypothetical protein
PMG11_03271	CDHK01000003.1	1048337	1050822	+	hypothetical protein
PMG11_03272	CDHK01000003.1	1072097	1076014	-	Putative C6 transcription factor
PMG11_03273	CDHK01000003.1	1081103	1084911	-	hypothetical protein
PMG11_03274	CDHK01000003.1	1085034	1087491	-	Putative MFS transporter
PMG11_03275	CDHK01000003.1	1088478	1092064	-	hypothetical protein
PMG11_03276	CDHK01000003.1	1092678	1094443	+	hypothetical protein
PMG11_03277	CDHK01000003.1	1094600	1095613	+	hypothetical protein
PMG11_03278	CDHK01000003.1	1096971	1099073	+	hypothetical protein
PMG11_03279	CDHK01000003.1	1099074	1100466	-	Putative G-patch domain-containing protein
PMG11_03280	CDHK01000003.1	1100607	1103030	+	hypothetical protein
PMG11_03281	CDHK01000003.1	1103345	1103918	-	hypothetical protein
PMG11_03282	CDHK01000003.1	1107572	1108198	+	hypothetical protein
PMG11_03283	CDHK01000003.1	1108171	1111236	-	hypothetical protein
PMG11_03284	CDHK01000003.1	1111369	1112589	+	hypothetical protein
PMG11_03285	CDHK01000003.1	1112825	1115337	-	hypothetical protein
PMG11_03286	CDHK01000003.1	1115456	1118229	+	hypothetical protein
PMG11_03287	CDHK01000003.1	1118385	1119287	-	hypothetical protein
PMG11_03288	CDHK01000003.1	1119610	1125795	-	hypothetical protein
PMG11_03289	CDHK01000003.1	1126371	1127138	+	hypothetical protein
PMG11_03290	CDHK01000003.1	1127252	1130538	-	hypothetical protein
PMG11_03291	CDHK01000003.1	1132292	1136140	-	hypothetical protein
PMG11_03292	CDHK01000003.1	1137692	1143279	-	hypothetical protein
PMG11_03293	CDHK01000003.1	1144796	1147262	-	hypothetical protein
PMG11_03294	CDHK01000003.1	1144807	1145488	+	hypothetical protein
PMG11_03295	CDHK01000003.1	1148057	1148563	-	hypothetical protein
PMG11_03296	CDHK01000003.1	1149494	1150842	-	hypothetical protein
PMG11_03297	CDHK01000003.1	1153297	1154027	-	hypothetical protein
PMG11_03298	CDHK01000003.1	1154348	1155235	-	hypothetical protein
PMG11_03299	CDHK01000003.1	1157222	1158967	+	hypothetical protein
PMG11_03300	CDHK01000003.1	1159194	1161037	-	hypothetical protein
PMG11_03301	CDHK01000003.1	1165179	1165807	-	hypothetical protein
PMG11_03302	CDHK01000003.1	1168973	1170854	-	Putative Cys/Met metabolism PLP-dependent enzyme
PMG11_03303	CDHK01000003.1	1171540	1172486	-	Putative DNA-directed rna polymerase III 25 kD polypeptide
PMG11_03304	CDHK01000003.1	1172574	1175095	+	hypothetical protein
PMG11_03305	CDHK01000003.1	1176929	1177852	+	hypothetical protein
PMG11_03306	CDHK01000003.1	1186962	1187348	+	hypothetical protein
PMG11_03307	CDHK01000003.1	1193217	1195387	+	hypothetical protein
PMG11_03308	CDHK01000003.1	1196214	1197566	-	hypothetical protein
PMG11_03309	CDHK01000003.1	1198884	1199927	-	hypothetical protein
PMG11_03310	CDHK01000003.1	1200625	1202370	+	hypothetical protein
PMG11_03311	CDHK01000003.1	1202816	1204661	-	hypothetical protein
PMG11_03312	CDHK01000003.1	1204998	1208964	+	hypothetical protein
PMG11_03313	CDHK01000003.1	1209293	1209769	-	hypothetical protein
PMG11_03314	CDHK01000003.1	1210075	1210936	-	hypothetical protein
PMG11_03315	CDHK01000003.1	1211881	1215672	-	hypothetical protein
PMG11_03316	CDHK01000003.1	1215864	1216760	+	hypothetical protein
PMG11_03317	CDHK01000003.1	1216997	1220001	-	Putative Oligosaccharyl transferase stt3 subunit
PMG11_03318	CDHK01000003.1	1220515	1221300	+	hypothetical protein
PMG11_03319	CDHK01000003.1	1221499	1222471	-	hypothetical protein
PMG11_03320	CDHK01000003.1	1222514	1224722	+	Putative Cytoplasmic dynein 1 intermediate chain 1
PMG11_03321	CDHK01000003.1	1225095	1227422	+	Putative C6 zinc finger domain-containing protein
PMG11_03322	CDHK01000003.1	1229455	1230317	+	hypothetical protein
PMG11_03323	CDHK01000003.1	1230880	1233253	-	Putative Permease of the major facilitator superfamily
PMG11_03324	CDHK01000003.1	1233616	1235368	+	hypothetical protein
PMG11_03325	CDHK01000003.1	1235685	1236546	+	hypothetical protein
PMG11_03326	CDHK01000003.1	1236632	1238160	-	hypothetical protein
PMG11_03327	CDHK01000003.1	1238656	1240009	-	Putative Arsenical-resistance protein
PMG11_03328	CDHK01000003.1	1240814	1241221	+	Putative ArsC 1
PMG11_03329	CDHK01000003.1	1242311	1245528	+	Putative Dolichyl-phosphate-mannose:protein O-mannosyl transferase
PMG11_03330	CDHK01000003.1	1246817	1251733	+	hypothetical protein
PMG11_03331	CDHK01000003.1	1252561	1253266	-	hypothetical protein
PMG11_03332	CDHK01000003.1	1254916	1256176	+	Putative RNA polymerase, subunit L
PMG11_03333	CDHK01000003.1	1255006	1255677	+	hypothetical protein
PMG11_03334	CDHK01000003.1	1256822	1261975	+	Putative Actin cytoskeleton-regulatory complex protein pan1
PMG11_03335	CDHK01000003.1	1262131	1263865	-	hypothetical protein
PMG11_03336	CDHK01000003.1	1266408	1268074	+	Putative Guanine deaminase
PMG11_03337	CDHK01000003.1	1268399	1271641	-	hypothetical protein
PMG11_03338	CDHK01000003.1	1273049	1276989	-	hypothetical protein
PMG11_03339	CDHK01000003.1	1276970	1280118	+	Putative Condensin complex subunit 2 (Fragment)
PMG11_03340	CDHK01000003.1	1283625	1285070	+	hypothetical protein
PMG11_03341	CDHK01000003.1	1285246	1286226	+	hypothetical protein
PMG11_03342	CDHK01000003.1	1286372	1289093	-	hypothetical protein
PMG11_03343	CDHK01000003.1	1291530	1292611	+	hypothetical protein
PMG11_03344	CDHK01000003.1	1293401	1295102	+	Putative Protein kinase
PMG11_03345	CDHK01000003.1	1297291	1300966	+	Putative Zinc finger protein
PMG11_03346	CDHK01000003.1	1301190	1301938	+	hypothetical protein
PMG11_03347	CDHK01000003.1	1302188	1303248	-	hypothetical protein
PMG11_03348	CDHK01000003.1	1303502	1304811	-	hypothetical protein
PMG11_03349	CDHK01000003.1	1305361	1308267	+	Putative Trehalose-6-phosphate synthase component TPS1
PMG11_03350	CDHK01000003.1	1308705	1309988	-	hypothetical protein
PMG11_03351	CDHK01000003.1	1310529	1312914	+	hypothetical protein
PMG11_03352	CDHK01000003.1	1312013	1312723	-	hypothetical protein
PMG11_03353	CDHK01000003.1	1313916	1314644	+	hypothetical protein
PMG11_03354	CDHK01000003.1	1315220	1316753	+	Putative Eukaryotic translation initiation factor 3 subunit M
PMG11_03355	CDHK01000003.1	1317739	1318374	-	Putative Uridylate kinase Ura6
PMG11_03356	CDHK01000003.1	1318640	1318915	-	hypothetical protein
PMG11_03357	CDHK01000003.1	1319576	1320187	-	hypothetical protein
PMG11_03358	CDHK01000003.1	1323528	1324196	-	hypothetical protein
PMG11_03359	CDHK01000003.1	1325166	1326399	-	hypothetical protein
PMG11_03360	CDHK01000003.1	1327057	1332870	+	Putative Mycocerosic acid synthase
PMG11_03361	CDHK01000003.1	1333001	1334110	+	hypothetical protein
PMG11_03362	CDHK01000003.1	1335935	1339576	+	Putative Sugar transport protein
PMG11_03363	CDHK01000003.1	1342004	1342492	-	hypothetical protein
PMG11_03364	CDHK01000003.1	1343818	1347694	-	hypothetical protein
PMG11_03365	CDHK01000003.1	1351722	1354883	+	Putative Hexokinase-1
PMG11_03366	CDHK01000003.1	1356067	1357018	-	hypothetical protein
PMG11_03367	CDHK01000003.1	1357167	1360068	+	hypothetical protein
PMG11_03368	CDHK01000003.1	1360138	1361356	-	Putative Permease of the major facilitator superfamily
PMG11_03369	CDHK01000003.1	1361848	1363562	+	hypothetical protein
PMG11_03370	CDHK01000003.1	1364950	1366074	+	hypothetical protein
PMG11_03371	CDHK01000003.1	1367951	1369874	+	hypothetical protein
PMG11_03372	CDHK01000003.1	1370326	1371513	+	hypothetical protein
PMG11_03373	CDHK01000003.1	1374287	1375228	-	hypothetical protein
PMG11_03374	CDHK01000003.1	1376506	1377281	+	Putative NlpC/P60-like cell-wall peptidase
PMG11_03375	CDHK01000003.1	1377510	1378406	-	hypothetical protein
PMG11_03376	CDHK01000003.1	1378768	1379749	+	hypothetical protein
PMG11_03377	CDHK01000003.1	1381136	1383170	-	Putative Phospho-2-dehydro-3-deoxyheptonate aldolase
PMG11_03378	CDHK01000003.1	1383961	1385685	+	hypothetical protein
PMG11_03379	CDHK01000003.1	1387661	1388978	+	hypothetical protein
PMG11_03380	CDHK01000003.1	1390117	1391483	-	hypothetical protein
PMG11_03381	CDHK01000003.1	1392356	1394143	+	Putative 3-ketoacyl-CoA thiolase B
PMG11_03382	CDHK01000003.1	1394438	1395716	-	hypothetical protein
PMG11_03383	CDHK01000003.1	1396524	1398013	+	hypothetical protein
PMG11_03384	CDHK01000003.1	1398063	1399342	-	hypothetical protein
PMG11_03385	CDHK01000003.1	1399433	1401554	+	hypothetical protein
PMG11_03386	CDHK01000003.1	1406031	1407113	+	hypothetical protein
PMG11_03387	CDHK01000003.1	1407426	1409395	+	hypothetical protein
PMG11_03388	CDHK01000003.1	1410284	1411720	-	hypothetical protein
PMG11_03389	CDHK01000003.1	1412654	1413143	-	Putative Cochaperone Pam16
PMG11_03390	CDHK01000003.1	1413653	1416481	+	Putative Peroxin 23
PMG11_03391	CDHK01000003.1	1413856	1417820	-	hypothetical protein
PMG11_03392	CDHK01000003.1	1418173	1419842	-	hypothetical protein
PMG11_03393	CDHK01000003.1	1420967	1422391	-	hypothetical protein
PMG11_03394	CDHK01000003.1	1422897	1425338	+	Putative MFS sugar transporter
PMG11_03395	CDHK01000003.1	1426135	1428566	-	Putative Cyclopropane-fatty-acyl-phospholipid synthase
PMG11_03396	CDHK01000003.1	1428621	1430588	-	hypothetical protein
PMG11_03397	CDHK01000003.1	1430903	1431628	+	Putative Tropomyosin
PMG11_03398	CDHK01000003.1	1431083	1432854	-	hypothetical protein
PMG11_03399	CDHK01000003.1	1432855	1434310	+	hypothetical protein
PMG11_03400	CDHK01000003.1	1434296	1436289	+	hypothetical protein
PMG11_03401	CDHK01000003.1	1437730	1440468	-	hypothetical protein
PMG11_03402	CDHK01000003.1	1440707	1442067	+	Putative Peroxisome biosynthesis protein (Peroxin-10)
PMG11_03403	CDHK01000003.1	1442360	1446331	-	hypothetical protein
PMG11_03404	CDHK01000003.1	1446465	1448006	+	Putative U6 snRNA-associated Sm-like protein LSm5
PMG11_03405	CDHK01000003.1	1452583	1455017	+	Putative General amino-acid permease GAP1
PMG11_03406	CDHK01000003.1	1455547	1459367	+	Putative RhoGAP and Fes/CIP4 domain protein
PMG11_03407	CDHK01000003.1	1459560	1461183	+	hypothetical protein
PMG11_03408	CDHK01000003.1	1461588	1463349	-	hypothetical protein
PMG11_03409	CDHK01000003.1	1463893	1465738	-	hypothetical protein
PMG11_03410	CDHK01000003.1	1466490	1469460	-	Putative STE/STE20/YSK protein kinase
PMG11_03411	CDHK01000003.1	1469684	1472166	-	hypothetical protein
PMG11_03412	CDHK01000003.1	1473875	1475388	+	hypothetical protein
PMG11_03413	CDHK01000003.1	1475975	1479059	+	hypothetical protein
PMG11_03414	CDHK01000003.1	1478563	1479981	-	hypothetical protein
PMG11_03415	CDHK01000003.1	1480610	1483564	-	hypothetical protein
PMG11_03416	CDHK01000003.1	1484742	1488391	+	hypothetical protein
PMG11_03417	CDHK01000003.1	1491371	1492974	+	hypothetical protein
PMG11_03418	CDHK01000003.1	1495819	1496661	-	hypothetical protein
PMG11_03419	CDHK01000003.1	1497374	1498922	-	hypothetical protein
PMG11_03420	CDHK01000003.1	1500364	1502300	-	Putative Alcohol dehydrogenase II
PMG11_03421	CDHK01000003.1	1502443	1503101	-	hypothetical protein
PMG11_03422	CDHK01000003.1	1503400	1506073	-	hypothetical protein
PMG11_03423	CDHK01000003.1	1506874	1507728	-	hypothetical protein
PMG11_03424	CDHK01000003.1	1509059	1510153	+	hypothetical protein
PMG11_03425	CDHK01000003.1	1510694	1513183	+	hypothetical protein
PMG11_03426	CDHK01000003.1	1513718	1515587	+	hypothetical protein
PMG11_03427	CDHK01000003.1	1515776	1518578	-	hypothetical protein
PMG11_03428	CDHK01000003.1	1520939	1522491	+	hypothetical protein
PMG11_03429	CDHK01000003.1	1522678	1528043	+	hypothetical protein
PMG11_03430	CDHK01000003.1	1526076	1528129	-	hypothetical protein
PMG11_03431	CDHK01000003.1	1528194	1529201	+	Putative Ribosome biogenesis protein
PMG11_03432	CDHK01000003.1	1529255	1533302	-	Putative Function: RhoGAPs stimulate the activity of Rho-type GTPases
PMG11_03433	CDHK01000003.1	1536383	1537634	+	Putative Protein geranylgeranyltransferase type II
PMG11_03434	CDHK01000003.1	1537999	1540012	+	hypothetical protein
PMG11_03435	CDHK01000003.1	1540544	1544457	+	Putative DNA mismatch repair protein msh3
PMG11_03436	CDHK01000003.1	1545220	1546489	-	Putative Ribosomal protein S28e
PMG11_03437	CDHK01000003.1	1546563	1548568	+	Putative ATP phosphoribosyltransferase
PMG11_03438	CDHK01000003.1	1549417	1552242	-	hypothetical protein
PMG11_03439	CDHK01000003.1	1553118	1553913	-	hypothetical protein
PMG11_03440	CDHK01000003.1	1554146	1555715	+	Putative Alcohol dehydrogenase, zinc-containing
PMG11_03441	CDHK01000003.1	1556534	1558904	-	hypothetical protein
PMG11_03442	CDHK01000003.1	1559782	1564046	+	Putative Na/K ATPase alpha 1 subunit
PMG11_03443	CDHK01000003.1	1565415	1569075	-	hypothetical protein
PMG11_03444	CDHK01000003.1	1569448	1573479	-	hypothetical protein
PMG11_03445	CDHK01000003.1	1574440	1582005	+	hypothetical protein
PMG11_03446	CDHK01000003.1	1582194	1584368	+	Putative Sentrin-specific cysteine protease
PMG11_03447	CDHK01000003.1	1584904	1588012	-	Putative K transporter
PMG11_03448	CDHK01000003.1	1589874	1590854	-	hypothetical protein
PMG11_03449	CDHK01000003.1	1591226	1594501	-	Putative PHO85 cyclin-7
PMG11_03450	CDHK01000003.1	1595149	1596839	-	Putative Proteasome subunit beta type
PMG11_03451	CDHK01000003.1	1596839	1598625	+	Putative BEM46 family protein
PMG11_03452	CDHK01000003.1	1598987	1602478	-	Putative NF-X1 finger transcription factor
PMG11_03453	CDHK01000003.1	1603125	1605772	-	hypothetical protein
PMG11_03454	CDHK01000003.1	1606234	1608243	-	Putative Evr1_Alr-domain-containing protein (Fragment)
PMG11_03455	CDHK01000003.1	1608638	1611407	-	Putative Glycoside hydrolase family 92 (Fragment)
PMG11_03456	CDHK01000003.1	1611401	1613983	-	hypothetical protein
PMG11_03457	CDHK01000003.1	1618381	1622410	+	hypothetical protein
PMG11_03458	CDHK01000003.1	1622570	1624702	-	hypothetical protein
PMG11_03459	CDHK01000003.1	1625262	1626933	+	hypothetical protein
PMG11_03460	CDHK01000003.1	1632766	1635354	+	Putative Aspergillus niger contig An13c0060, genomic contig (Precursor)
PMG11_03461	CDHK01000003.1	1635939	1638812	+	hypothetical protein
PMG11_03462	CDHK01000003.1	1638950	1640020	+	Putative DNA glycosylase (Fragment)
PMG11_03463	CDHK01000003.1	1640757	1644343	+	hypothetical protein
PMG11_03464	CDHK01000003.1	1649551	1651818	+	hypothetical protein
PMG11_03465	CDHK01000003.1	1652059	1652541	-	hypothetical protein
PMG11_03466	CDHK01000003.1	1653310	1654835	+	hypothetical protein
PMG11_03467	CDHK01000003.1	1654443	1658288	-	Putative Beta-galactosidase
PMG11_03468	CDHK01000003.1	1658741	1659698	+	hypothetical protein
PMG11_03469	CDHK01000003.1	1659959	1662376	-	hypothetical protein
PMG11_03470	CDHK01000003.1	1663977	1665433	+	hypothetical protein
PMG11_03471	CDHK01000003.1	1665601	1666749	-	hypothetical protein
PMG11_03472	CDHK01000003.1	1667212	1669635	+	Putative Synaptic vesicle transporter SVOP
PMG11_03473	CDHK01000003.1	1670282	1672559	+	Putative MFS transporter, AGZA family, xanthine/uracil permease
PMG11_03474	CDHK01000003.1	1674020	1676836	+	hypothetical protein
PMG11_03475	CDHK01000003.1	1679936	1680957	+	hypothetical protein
PMG11_03476	CDHK01000003.1	1686504	1688985	+	Putative Cellodextrin transporter cdt-c
PMG11_03477	CDHK01000003.1	1692793	1695190	+	hypothetical protein
PMG11_03478	CDHK01000003.1	1695130	1696204	-	hypothetical protein
PMG11_03479	CDHK01000003.1	1696441	1700529	-	hypothetical protein
PMG11_03480	CDHK01000003.1	1700718	1702342	+	Putative Riboflavin aldehyde-forming enzyme
PMG11_03481	CDHK01000003.1	1702384	1704114	-	Putative Quinate permease
PMG11_03482	CDHK01000003.1	1705799	1707059	-	hypothetical protein
PMG11_03483	CDHK01000003.1	1709009	1709969	+	hypothetical protein
PMG11_03484	CDHK01000003.1	1711422	1712702	-	Putative Suppressor/enhancer of lin-12 protein 9
PMG11_03485	CDHK01000003.1	1715204	1723840	-	hypothetical protein
PMG11_03486	CDHK01000003.1	1724298	1725987	-	Putative 1,3-beta-glucanosyltransferase Bgt1
PMG11_03487	CDHK01000003.1	1727462	1731173	-	hypothetical protein
PMG11_03488	CDHK01000003.1	1731600	1732902	+	hypothetical protein
PMG11_03489	CDHK01000003.1	1733102	1737448	+	Putative Exoribonuclease R
PMG11_03490	CDHK01000003.1	1739406	1741205	-	hypothetical protein
PMG11_03491	CDHK01000003.1	1742997	1743608	-	hypothetical protein
PMG11_03492	CDHK01000003.1	1746574	1747601	-	hypothetical protein
PMG11_03493	CDHK01000003.1	1748160	1749451	-	Putative Elongation factor 1-beta
PMG11_03494	CDHK01000003.1	1749592	1752264	+	Putative Heat shock protein 78, mitochondrial
PMG11_03495	CDHK01000003.1	1752363	1756086	+	hypothetical protein
PMG11_03496	CDHK01000003.1	1756375	1758610	-	hypothetical protein
PMG11_03497	CDHK01000003.1	1758918	1760185	+	hypothetical protein
PMG11_03498	CDHK01000003.1	1760835	1761903	+	hypothetical protein
PMG11_03499	CDHK01000003.1	1762325	1764121	-	Putative 60S ribosomal protein L6
PMG11_03500	CDHK01000003.1	1764399	1765776	+	hypothetical protein
PMG11_03501	CDHK01000003.1	1766213	1767422	-	hypothetical protein
PMG11_03502	CDHK01000003.1	1767749	1775329	+	Putative Calcium channel subunit Cch1
PMG11_03503	CDHK01000003.1	1775629	1777111	+	hypothetical protein
PMG11_03504	CDHK01000003.1	1777245	1780157	-	hypothetical protein
PMG11_03505	CDHK01000003.1	1781785	1786241	-	Putative Serine/threonine protein kinase
PMG11_03506	CDHK01000003.1	1786649	1789111	-	hypothetical protein
PMG11_03507	CDHK01000003.1	1789774	1792281	+	Putative Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase
PMG11_03508	CDHK01000003.1	1793012	1793694	+	hypothetical protein
PMG11_03509	CDHK01000003.1	1794665	1796163	+	hypothetical protein
PMG11_03510	CDHK01000003.1	1796586	1798671	+	hypothetical protein
PMG11_03511	CDHK01000003.1	1798647	1801458	-	hypothetical protein
PMG11_03512	CDHK01000003.1	1801706	1803024	-	hypothetical protein
PMG11_03513	CDHK01000003.1	1803918	1806456	-	hypothetical protein
PMG11_03514	CDHK01000003.1	1808599	1809481	+	Putative Haloacid dehalogenase
PMG11_03515	CDHK01000003.1	1809852	1810403	-	hypothetical protein
PMG11_03516	CDHK01000003.1	1811678	1812268	-	hypothetical protein
PMG11_03517	CDHK01000003.1	1813761	1815261	-	Putative Oleate delta-12 desaturase
PMG11_03518	CDHK01000003.1	1817560	1822604	-	hypothetical protein
PMG11_03519	CDHK01000003.1	1822774	1825518	-	Putative Amine oxidase
PMG11_03520	CDHK01000003.1	1825817	1827714	-	hypothetical protein
PMG11_03521	CDHK01000003.1	1828041	1829796	-	hypothetical protein
PMG11_03522	CDHK01000003.1	1836946	1838691	+	Putative VeA protein
PMG11_03523	CDHK01000003.1	1840100	1842959	+	hypothetical protein
PMG11_03524	CDHK01000003.1	1842923	1844520	-	hypothetical protein
PMG11_03525	CDHK01000003.1	1845064	1846383	-	hypothetical protein
PMG11_03526	CDHK01000003.1	1846767	1849070	-	hypothetical protein
PMG11_03527	CDHK01000003.1	1849529	1851443	+	hypothetical protein
PMG11_03528	CDHK01000003.1	1851688	1854040	-	Putative Polyol transporter 5
PMG11_03529	CDHK01000003.1	1856722	1858037	-	hypothetical protein
PMG11_03530	CDHK01000003.1	1858616	1861626	-	Putative G2/M phase checkpoint control protein Sum2
PMG11_03531	CDHK01000003.1	1860910	1863067	+	hypothetical protein
PMG11_03532	CDHK01000003.1	1863238	1866527	+	Putative DUF255 domain protein
PMG11_03533	CDHK01000003.1	1867947	1869895	+	Putative SCP-like extracellular protein
PMG11_03534	CDHK01000003.1	1872926	1876583	+	Putative Carnitine acetyl transferase
PMG11_03535	CDHK01000003.1	1877585	1877992	+	hypothetical protein
PMG11_03536	CDHK01000003.1	1879156	1881290	+	hypothetical protein
PMG11_03537	CDHK01000003.1	1883084	1885914	+	Putative Succinyl-CoA synthetase, alpha subunit
PMG11_03538	CDHK01000003.1	1886240	1886806	+	hypothetical protein
PMG11_03539	CDHK01000003.1	1887376	1887722	-	Putative Ubiquitin-like modifier SUMO
PMG11_03540	CDHK01000003.1	1888154	1888633	+	Putative tRNA-dihydrouridine synthase
PMG11_03541	CDHK01000003.1	1889093	1892513	+	hypothetical protein
PMG11_03542	CDHK01000003.1	1892908	1894082	-	hypothetical protein
PMG11_03543	CDHK01000003.1	1896098	1901510	+	Putative PMC1
PMG11_03544	CDHK01000003.1	1901575	1903318	+	hypothetical protein
PMG11_03545	CDHK01000003.1	1905221	1906951	+	hypothetical protein
PMG11_03546	CDHK01000003.1	1907555	1909183	+	hypothetical protein
PMG11_03547	CDHK01000003.1	1909621	1911549	-	Putative Beta tubulin-like protein
PMG11_03548	CDHK01000003.1	1912041	1913616	-	hypothetical protein
PMG11_03549	CDHK01000003.1	1913900	1916390	-	Putative High-affinity ammonium transporter
PMG11_03550	CDHK01000003.1	1919815	1924804	+	Putative MAP kinase kinase kinase SskB
PMG11_03551	CDHK01000003.1	1924839	1926803	-	Putative Vesicle-mediated transporter Vid24
PMG11_03552	CDHK01000003.1	1927024	1928080	-	Putative Mago nashi domain protein
PMG11_03553	CDHK01000003.1	1927999	1931711	+	Putative Coatomer subunit beta
PMG11_03554	CDHK01000003.1	1931874	1934828	+	hypothetical protein
PMG11_03555	CDHK01000003.1	1934040	1935137	-	hypothetical protein
PMG11_03556	CDHK01000003.1	1935274	1941493	+	Putative ATP-binding cassette transporter
PMG11_03557	CDHK01000003.1	1942532	1943736	-	hypothetical protein
PMG11_03558	CDHK01000003.1	1944233	1946507	-	hypothetical protein
PMG11_03559	CDHK01000003.1	1947052	1949605	+	hypothetical protein
PMG11_03560	CDHK01000003.1	1949980	1951998	-	hypothetical protein
PMG11_03561	CDHK01000003.1	1957310	1958731	-	Putative Endoglucanase IV
PMG11_03562	CDHK01000003.1	1962008	1967631	+	Putative Suppressor spt23-related protein
PMG11_03563	CDHK01000003.1	1968519	1969136	+	hypothetical protein
PMG11_03564	CDHK01000003.1	1971907	1974144	-	Putative Filamentous baseplate protein Ligatin
PMG11_03565	CDHK01000003.1	1974855	1975409	+	hypothetical protein
PMG11_03566	CDHK01000003.1	1975411	1977181	-	hypothetical protein
PMG11_03567	CDHK01000003.1	1977715	1980137	+	Putative Chitin synthase class VI
PMG11_03568	CDHK01000003.1	1980597	1983750	+	Putative Heat shock protein Hsp88
PMG11_03569	CDHK01000003.1	1985615	1986654	+	hypothetical protein
PMG11_03570	CDHK01000003.1	1987170	1988508	+	Putative Protein involved in sister chromatid separation and/or segregation
PMG11_03571	CDHK01000003.1	1989387	1989953	-	hypothetical protein
PMG11_03572	CDHK01000003.1	1992120	1994084	-	Putative 3-ketoacyl-CoA thiolase
PMG11_03573	CDHK01000003.1	1994249	1995061	-	hypothetical protein
PMG11_03574	CDHK01000003.1	1995647	1997110	-	hypothetical protein
PMG11_03575	CDHK01000003.1	1997230	1998740	+	hypothetical protein
PMG11_03576	CDHK01000003.1	1999126	1999728	+	hypothetical protein
PMG11_03577	CDHK01000003.1	1999977	2000318	+	hypothetical protein
PMG11_03578	CDHK01000003.1	2002503	2003438	-	Putative Mitochondrial hypoxia responsive domain protein
PMG11_03579	CDHK01000003.1	2003968	2005436	-	Putative Transcription factor iws1
PMG11_03580	CDHK01000003.1	2006917	2008349	-	Putative Nuclear pore complex, p54 component
PMG11_03581	CDHK01000003.1	2008953	2009731	+	Putative NADH-ubiquinone oxidoreductase subunit
PMG11_03582	CDHK01000003.1	2009634	2012661	-	Putative Acyl binding family protein
PMG11_03583	CDHK01000003.1	2012859	2014436	-	Putative Polyamine transporter TPO5
PMG11_03584	CDHK01000003.1	2015385	2022028	-	Putative Jumonji family transcription factor
PMG11_03585	CDHK01000003.1	2022612	2024278	-	hypothetical protein
PMG11_03586	CDHK01000003.1	2025003	2027152	-	hypothetical protein
PMG11_03587	CDHK01000003.1	2027534	2028420	-	hypothetical protein
PMG11_03588	CDHK01000003.1	2029003	2029496	-	hypothetical protein
PMG11_03589	CDHK01000003.1	2030321	2031277	-	hypothetical protein
PMG11_03590	CDHK01000003.1	2032454	2035825	-	Putative Protein SEY1
PMG11_03591	CDHK01000003.1	2035896	2038647	-	hypothetical protein
PMG11_03592	CDHK01000003.1	2039256	2041191	-	Putative Elongation factor Tu
PMG11_03593	CDHK01000003.1	2041403	2042460	-	hypothetical protein
PMG11_03594	CDHK01000003.1	2042529	2044680	+	Putative Catalytic activity: GDP H2O = GMP Orthophosphate
PMG11_03595	CDHK01000003.1	2045841	2047048	-	hypothetical protein
PMG11_03596	CDHK01000003.1	2047130	2049525	-	hypothetical protein
PMG11_03597	CDHK01000003.1	2049638	2050402	+	Putative NADH:ubiquinone oxidoreductase kDa subunit
PMG11_03598	CDHK01000003.1	2050599	2052060	-	Putative Cation efflux family protein family
PMG11_03599	CDHK01000003.1	2052423	2054837	+	hypothetical protein
PMG11_03600	CDHK01000003.1	2055332	2056068	-	Putative Glycine cleavage system H protein
PMG11_03601	CDHK01000003.1	2056302	2056808	+	Putative 37S ribosomal protein Mrp17
PMG11_03602	CDHK01000003.1	2057410	2058590	+	hypothetical protein
PMG11_03603	CDHK01000003.1	2058935	2060428	+	hypothetical protein
PMG11_03604	CDHK01000003.1	2061525	2062645	-	Putative Chitin synthase export chaperone
